event_type,event_payload
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 15, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 273, ""playerId"": 10, ""roll"": 4}"
game_started,"{""gameId"": 274}"
player_joins_game,"{""gameId"": 274, ""playerId"": 2}"
player_joins_game,"{""gameId"": 274, ""playerId"": 14}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 274, ""playerId"": 2, ""roll"": 6}"
game_started,"{""gameId"": 275}"
player_joins_game,"{""gameId"": 275, ""playerId"": 10}"
player_joins_game,"{""gameId"": 275, ""playerId"": 17}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 10, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 275, ""playerId"": 17, ""roll"": 4}"
game_started,"{""gameId"": 276}"
player_joins_game,"{""gameId"": 276, ""playerId"": 2}"
player_joins_game,"{""gameId"": 276, ""playerId"": 14}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 276, ""playerId"": 14, ""roll"": 4}"
game_started,"{""gameId"": 277}"
player_joins_game,"{""gameId"": 277, ""playerId"": 8}"
player_joins_game,"{""gameId"": 277, ""playerId"": 12}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 12, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 277, ""playerId"": 8, ""roll"": 2}"
game_started,"{""gameId"": 278}"
player_joins_game,"{""gameId"": 278, ""playerId"": 2}"
player_joins_game,"{""gameId"": 278, ""playerId"": 14}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 6}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 3}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 5}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 2}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 1}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 14, ""roll"": 4}"
player_rolls_dice,"{""gameId"": 278, ""playerId"": 2, ""roll"": 6}"
